label,tweet
0,"r t "" "" s u r y a a y o 7 8 "" "" i p l c a n c e l "" "" i p l c a n c e l "" "" i p l 2 0 2 1 "" "" i p l 2 0 2 0 "" "" i p l c o v i d b r e a c h "" "" b r i n g b a c k w a r n e r "" "" d a v i d w a r n e r "" "" s r h"
1,"p o l l a r d "" "" e n t e r s "" "" t h e "" "" d r e s s i n g "" "" r o o m "" "" a f t e r "" "" e p i c "" "" m i "" "" v s "" "" c s k "" "" c h a s e "" "" i p l "" "" 2 0 2 1"
1,"r t "" "" p u n j a b k i n g s i p l "" "" 5 0 "" "" c o m e s "" "" u p "" "" f o r "" "" u s "" "" m a l a n "" "" p l a c i n g "" "" e m "" "" w e l l "" "" s a d d a p u n j a b "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1 "" "" p b k s v d c"
1,"j e e v a n 6 7 5 2 6 3 4 2 "" "" s h w e t h a 0 8 1 1 "" "" i m v k o h l i "" "" h o p e "" "" f o r "" "" t h e "" "" b e s t "" "" r c b "" "" p l a y b o l d"
1,"r e a l m e "" "" x 7 "" "" 5 g "" "" 6 g b "" "" 1 2 8 g b "" "" s e a l e d "" "" p a c k "" "" n e w "" "" p h o n e "" "" l o w e s t "" "" p r i c e "" "" 1 8 "" "" 9 9 9 "" "" 6 3 8 2 3 "" "" 5 3 5 4 5 "" "" 9 3 5 1 1 "" "" 1 1 1 3 3 "" "" r e a l m e x 7 5 g"
0,"s r k "" "" v k "" "" 1 8 "" "" k k r "" "" w e "" "" b e "" "" b a c k "" "" w i t h "" "" a "" "" b a n g "" "" i p l 2 0 2 1 "" "" i p l c a n c e l"
0,"r t "" "" t h e d h o n i e r a "" "" j u s t "" "" i n "" "" t o m o r r o w "" "" i p l "" "" m a t c h "" "" b e t w e e n "" "" c s k "" "" a n d "" "" r r "" "" l i k e l y "" "" t o "" "" b e "" "" p o s t p o n e d "" "" d u e "" "" t o "" "" t h e "" "" h a r d "" "" q u a r a n t i n e "" "" f o r "" "" c s k "" "" t e a m "" "" c s k"
1,"r a j e s h t a r a k i a n "" "" m a t c h "" "" c h u d u "" "" b r o "" "" c h i n n a "" "" t h a l a "" "" m a s s "" "" i n n i n g s "" "" 2 3 7 "" "" 5 1 "" "" m a s t "" "" h e "" "" p l a y e d "" "" d h o n i "" "" 1 1 3 "" "" 2 3 "" "" c s k"
0,"r t "" "" d h o n i i s m "" "" o f f i c i a l "" "" c s k "" "" v s "" "" r r "" "" i p l "" "" m a t c h "" "" i s "" "" p o s t p o n e d "" "" a s "" "" c s k "" "" t e a m "" "" i s "" "" i n "" "" 7 "" "" d a y s "" "" i s o l a t i o n "" "" s t a r t i n g "" "" y e s t e r d a y "" "" c s k "" "" i p l 2 0 2 1 "" "" m s d h o"
0,"a f t e r "" "" s u s p e n d e d "" "" i p l "" "" 2 0 2 1 "" "" n e w "" "" o r a n g e "" "" c a p "" "" l i s t "" "" f o l l o w "" "" m e "" "" a c a h i n d i "" "" a c a h i n d i "" "" f o r "" "" i p l "" "" 2 0 2 1 "" "" n e w s "" "" a n d "" "" u p d a t e "" "" f o l l o w"
1,"r t "" "" s u j i "" "" a k "" "" t h e "" "" m a t c h "" "" w a s "" "" f i n i s h e d "" "" w i t h "" "" s u n s e t s "" "" h y d e r a b a d "" "" t e a m "" "" t h a l a 6 1 "" "" v a l i m a i "" "" c s k"
1,"r t "" "" b a g c h i "" "" s a g n i k "" "" p e o p l e "" "" w h o "" "" d o n t "" "" e v e n "" "" w a t c h "" "" c r i c k e t "" "" a r e "" "" p o s t i n g "" "" s t a t u s e s "" "" o n "" "" m i "" "" v i c t o r y "" "" c s k v s m i "" "" m i"
1,"k h a n "" "" s a b "" "" b a c k "" "" 2 "" "" b a c k "" "" w k t s "" "" s r h"
0,"r t "" "" d u r g a n s h d i x i t "" "" s e e "" "" y o u "" "" s o o n "" "" r c b t w e e t s "" "" t h a n k "" "" y o u "" "" r e d "" "" a r m y "" "" f o r "" "" g i v i n g "" "" s o m e "" "" h a p p y "" "" m o m e n t s "" "" i n "" "" t h e "" "" t i m e "" "" o f "" "" c o r o n a "" "" p a n d e m i c "" "" w e "" "" a r e "" "" a l l"
1,"r c b t w e e t s "" "" m y n t r a "" "" o r a n g e "" "" c a p "" "" w i n n e r s "" "" o f "" "" e a c h "" "" s e a s o n "" "" w i t h "" "" s t a t s "" "" m i v c s k "" "" r o h i t h s h a r m a "" "" d h o n i "" "" c s k "" "" m i"
1,"r t "" "" c i r c l e o f c r i c k e t "" "" w h i c h "" "" t e a m "" "" i m p r e s s e d "" "" y o u "" "" t h e "" "" m o s t "" "" w i t h "" "" t h e i r "" "" c r i c k e t "" "" i n "" "" t h e "" "" f i r s t "" "" h a l f "" "" o f "" "" t h e "" "" s e a s o n "" "" d e l h i c a p i t a l s "" "" c s k "" "" r c b "" "" m u m b"
0,"s r h v m i "" "" s r h "" "" a n d "" "" k k r "" "" t e a m s "" "" a n d "" "" f a n s "" "" a f t e r "" "" s e e i n g "" "" c a n c e l "" "" i p l "" "" i s "" "" t r e n d i n g "" "" i p l c a n c e l "" "" i p l c o v i d b r e a c h "" "" i p l 2 0 2 1"
1,"g o o d "" "" n i g h t "" "" k i n g "" "" i m v k o h l i "" "" r c b"
1,"r t "" "" k l r a h u l t r e n d s "" "" c o v e r "" "" p i c "" "" u p d a t e d "" "" g e t "" "" w i l l "" "" s o o n "" "" c a p t a i n "" "" k l r a h u l 1 1 "" "" k l r a h u l "" "" p u n j a b k i n g s "" "" p b k s v d c"
1,"r t "" "" t h e d c r i c k e t "" "" p u n j a b k i n g s "" "" o r "" "" d e l h i c a p i t a l s "" "" f o r "" "" 2 5 0 "" "" r e t w e e t s "" "" i "" "" w i l l "" "" s h a r e "" "" t h i s "" "" m a t c h "" "" r e p o r t "" "" h e r e "" "" l e t "" "" d o "" "" r e t w e e t "" "" l i k"
1,"h a p p y "" "" a n d "" "" s a f e "" "" j o u r n e y "" "" e v e r y o n e "" "" o u t "" "" t h e r e "" "" r r "" "" h a l l a b o l"
0,"s c e n e s "" "" o n "" "" 3 0 t h "" "" m a y "" "" i f "" "" i p l "" "" w o u l d n t "" "" h a v e "" "" p o s t p o n e d "" "" s a l a "" "" y e "" "" c o r o n a "" "" j a l t a "" "" h a i "" "" h u m s e "" "" r c b"
1,"i p l "" "" i p l 2 0 2 1 "" "" c s k "" "" r a v i n d r a j a d e j a "" "" c s k "" "" s "" "" r a v i n d r a "" "" j a d e j a "" "" r e u n i t e s "" "" w i t h "" "" h i s "" "" h o r s e s "" "" s h a r e s "" "" e m o t i o n a l "" "" p o s t "" "" c h e c k"
0,"s r h "" "" f a n s "" "" r i g h t "" "" n o w "" "" b r i n g b a c k w a r n e r "" "" b c c i "" "" i p l c a n c e l "" "" i p l c o v i d b r e a c h "" "" i p l 2 0 2 1 "" "" i p l s u s p e n d e d "" "" i p l p o s t p o n e d"
1,"s e e "" "" a "" "" v i r t u a l "" "" t o u r "" "" o f "" "" o n e "" "" o f "" "" o u r "" "" n e w e s t "" "" l i s t i n g s "" "" 3 2 2 2 4 "" "" m e r i d i a n "" "" w e s t l a n d "" "" m i"
0,"r t "" "" m i p a l t a n "" "" t i m e "" "" t o "" "" g e a r "" "" u p "" "" f o r "" "" o u r "" "" f i r s t "" "" r e v e r s e "" "" f i x t u r e "" "" t h i s "" "" s e a s o n "" "" o n e f a m i l y "" "" m u m b a i i n d i a n s "" "" m i "" "" i p l 2 0 2 1 "" "" s r h v m i "" "" k h e l t a k a t a"
0,"b r e a k i n g "" "" i p l 2 0 2 1 "" "" s u s p e n d e d "" "" a f t e r "" "" m o r e "" "" c o v i d 1 9 "" "" p o s i t i v e "" "" c a s e s "" "" e m e r g e "" "" b c c i "" "" c o n f i r m s "" "" i p l"
1,"r t "" "" r o n a l d "" "" v a n l o o n "" "" d e c i s i o n "" "" t r e e "" "" v s "" "" r a n d o m "" "" f o r e s t "" "" v s "" "" g r a d i e n t "" "" b o o s t i n g "" "" m a c h i n e s "" "" b y "" "" a n d a l e l l c "" "" d a t a s c i e n c e c t r l "" "" r e a d "" "" m o r e"
1,"r t "" "" a p l a y b o l d "" "" g o o d "" "" n o o n "" "" v k i a n "" "" s w t "" "" h r t s "" "" h a v e "" "" a "" "" l o v e l y "" "" d a y "" "" r c b "" "" r c b i a n s "" "" i m v k o h l i "" "" a n u s h k a s h a r m a"
0,"b e s i d e s "" "" c o v i d "" "" t h e "" "" w a y "" "" k k r "" "" t o u r n a m e n t "" "" w a s "" "" g o i n g "" "" i "" "" a m "" "" d o u b l y "" "" h a p p y "" "" t h a t "" "" i p l "" "" i s "" "" s u s p e n d e d"
0,"i p l 2 0 2 1 "" "" s u s p e n d e d "" "" t i l l "" "" f u t h e r "" "" n o t i c e "" "" s r h v m i "" "" i p l "" "" c r i c k e t "" "" c o v i d 1 9 "" "" c s k "" "" s r h "" "" m i "" "" k k r "" "" r c b "" "" p b k s "" "" r r "" "" d c"
0,"i "" "" t h i n k "" "" s r h "" "" w i l l "" "" b e "" "" t h e "" "" m o s t "" "" h a p p i e s t "" "" t e a m "" "" r i g h t "" "" n o w "" "" i p l s u s p e n d e d "" "" i p l 2 0 2 1"
1,"r t "" "" s p o r t s m i n t "" "" a f t e r "" "" r i s e "" "" i n "" "" c o v i d "" "" c a s e s "" "" i n "" "" m u l t i p l e "" "" t e a m s "" "" b c c i "" "" h a s "" "" d e c i d e d "" "" t o "" "" s u s p e n d "" "" t h e "" "" t o u r n a m e n t "" "" i n d e f i n i t e l y "" "" i p l 2 0 2 1 "" "" c r i c k e t"
1,"s u n r i s e r s "" "" b h u v i o f f i c i a l "" "" t h e "" "" t e a m "" "" t h e "" "" n e w "" "" n a m e "" "" f o r "" "" s r h "" "" a n y "" "" b o d y "" "" g u e s s "" "" w h y "" "" s u n r i s e r s h y d e r a b a d"
0,"t h e "" "" m a t c h "" "" b e t w e e n "" "" c s k "" "" v s "" "" r r "" "" w a s "" "" r e s c h e d u l e d "" "" a s "" "" c s k "" "" i n f o r m e d "" "" s o m e "" "" o f "" "" t h e r e "" "" s t a f f "" "" m e m b e r s "" "" t e s t e d "" "" p o s i t i v e "" "" i p l 2 0 2 1 "" "" c s k v s r r"
1,"b o s s "" "" v i k r a n t r o n a "" "" v i r a t k o h l i "" "" v i k r a n t r o n a o n a u g 1 9 "" "" v i k r a n t r o n a a n n o u n c e m e n t "" "" k o t i g o b b a 3 "" "" w o r l d g e t s a n e w h e r o"
1,"h i "" "" g u y s "" "" f o l l o w m e "" "" i "" "" w i l l "" "" f o l l o w b a c k "" "" r t "" "" r e t w e e t "" "" a n i m a t i o n s "" "" c 4 1 8 "" "" d a n c i n g p a l l b e a r e r s "" "" d e a d"
1,"r t "" "" m a r g a n i h a r i k a "" "" s u n r i s e r s "" "" s t a y "" "" c o n n e c t e d "" "" g i v e "" "" u p d a t e s "" "" a b o u t "" "" d a v i d w a r n e r 3 1 "" "" k a n e w i l l i a m s o n "" "" n o w "" "" a n d "" "" t h e n "" "" s r h "" "" o r a n g e a r m y "" "" h t t p s "" "" t"
1,"r t "" "" f i r s t p e r s o n "" "" 0 1 "" "" i p l 2 0 2 1 "" "" m a t c h "" "" b e t w e e n "" "" t w o "" "" t e a m "" "" c s k v s m i "" "" b u t "" "" v a a t h i c o m i n g "" "" d h o n i "" "" o n "" "" t h e "" "" m a t c h "" "" e v e r y t h i n g "" "" m o v e m e n t "" "" w i l l "" "" b e "" "" i n t e r e s"
1,"r t "" "" m i p a l t a n "" "" i m r o 4 5 "" "" k r u n a l "" "" i s "" "" c o m i n g "" "" f r o m "" "" t h e "" "" b a c k "" "" o f "" "" a "" "" g o o d "" "" d o m e s t i c "" "" s e a s o n "" "" s o "" "" w e "" "" b a c k e d "" "" h i m "" "" a t "" "" n u m b e r "" "" f o u r "" "" w i t h "" "" o t h e r "" "" p o w e r "" "" h i t t e r s"
1,"i t "" "" s "" "" s p r i n g t i m e "" "" i n "" "" s e "" "" m i c h i g a n "" "" d e t r o i t "" "" m i c h i g a n "" "" m i "" "" s p r i n g "" "" p r i m a v e r a "" "" t u l i p s "" "" w o o d w a r d a v e n u e"
1,"r t "" "" t h i s i s g u l s h a n "" "" a "" "" l o n g "" "" v i e w "" "" o n "" "" h o w "" "" b i g d a t a "" "" a n d "" "" a i "" "" h a v e "" "" t r a n s f o r m e d "" "" b u s i n e s s "" "" c u l t u r e "" "" f o r b e s "" "" m a c h i n e l e a r n i n"
1,"c h e c k "" "" o u t "" "" o u r "" "" l i s t i n g "" "" i n "" "" o x f o r d t w p "" "" m i "" "" r e a l e s t a t e "" "" r e a l t o r"
1,"i s "" "" t h i s "" "" w h a t "" "" t h e y "" "" c a l l "" "" e o i n "" "" m o r g a n "" "" w i t h "" "" c h i n e s e "" "" c h a r a c t e r i s t i c s "" "" i p l 2 0 2 1 "" "" k k r"
1,"d e e p l e a r n i n g "" "" i s "" "" a b o u t "" "" t o "" "" g e t "" "" e a s i e r "" "" a n d "" "" m o r e "" "" w i d e s p r e a d "" "" b y "" "" b e n d e e 9 8 3 "" "" v e n t u r e b e a t "" "" g o "" "" t o"
1,"a m u l "" "" c o o p "" "" a "" "" s a n d e e p "" "" s h a r m a "" "" b "" "" k h a l e e l "" "" a h m e d "" "" c "" "" v i j a y "" "" s h a n k a r "" "" d i l l c h i l l e r "" "" a m u l k o o l "" "" c h i l l y o u r d i l "" "" s r h"
0,"p u n j a b k i n g s i p l "" "" e n d u r a m a s s 1 1 "" "" t h i s "" "" t e a m "" "" i s "" "" f o r "" "" a d d "" "" o n l y "" "" t i m e "" "" w a s t e "" "" f o r "" "" w a t c h i n g "" "" p u n j a b k i n g s "" "" m a t c h e s "" "" w o r s t "" "" m a n a g e"
0,"w e r e "" "" w i t h "" "" y o u "" "" a l l "" "" i n "" "" w i s h i n g "" "" o u r "" "" k n i g h t s "" "" a "" "" s p e e d y "" "" r e c o v e r y "" "" k k r "" "" i p l 2 0 2 1"
1,"w h e n "" "" i p l "" "" 2 0 2 1 "" "" w i l l "" "" r e s u m e "" "" a f t e r "" "" s o m e "" "" m o n t h s "" "" f r o m "" "" t h i s "" "" p o i n t s "" "" t a b l e "" "" o n l y "" "" t h e n "" "" r r "" "" w i l l "" "" h a v e "" "" t h e i r "" "" o v e r s e a s "" "" c o r e"
1,"r t "" "" p u n j a b k i n g s i p l "" "" w e "" "" h a v e "" "" t o "" "" t u r n "" "" u p "" "" f o r "" "" t h e "" "" n e x t "" "" g a m e "" "" a n d "" "" p u t "" "" o u r "" "" b e s t "" "" f o o t "" "" f o r w a r d "" "" s a d d a p u n j a b "" "" i p l 2 0 2 1 "" "" p u n j a b k i n g s "" "" p b k s v d"
1,"r t "" "" t h e l a l i t h k u m a r "" "" s p e e d "" "" c h e c k "" "" c a n "" "" i "" "" g e t "" "" 5 0 "" "" r e t w e e t s "" "" s r h "" "" i p l 2 0 2 1 "" "" o r a n g e o r n o t h i n g "" "" o r a n g e a r m y "" "" n o w a r n e r n o s r h "" "" b r i n g b a c k w a r n e r "" "" h t t p s"
0,"w h a t "" "" t h e "" "" h e l l "" "" i n d i a n p r e m i e r l e a g u e "" "" i p l 2 0 2 1 "" "" s u s p e n d e d "" "" i p l c a n c e l "" "" r c b "" "" p l a y b o l d "" "" c s k "" "" s r h "" "" m i "" "" r r"
1,"b a z m c c u l l u m "" "" c o n v e r t e d "" "" t h e "" "" f i f t y "" "" t o "" "" a "" "" c e n t u r y "" "" b e c o m i n g "" "" t h e "" "" f i r s t "" "" b a t s m a n "" "" t o "" "" s c o r e "" "" a "" "" c e n t u r y "" "" m c c u l l u m "" "" a l s o "" "" h i t "" "" t h e"
0,"i p l s u s p e n d e d "" "" i p l 2 0 2 1 "" "" i p l t 2 0 "" "" i p l "" "" r c b "" "" k k r "" "" r r "" "" c s k "" "" p u n j a b k i n g s "" "" l e t s "" "" n o w "" "" a s "" "" a "" "" t e a m "" "" p l a n "" "" t o "" "" d e f e a t "" "" c o v i d 1 9"
0,"r t "" "" s a r a t h r a g h a v 3 "" "" d a v i d w a r n e r "" "" s r h "" "" t h e "" "" w o r s t "" "" d e s i c i o n "" "" i "" "" h a d "" "" s e e n "" "" i n "" "" i p l "" "" w a s "" "" m a d e "" "" b y "" "" s r h "" "" t o d a y "" "" t h e y "" "" g o n n a "" "" p a y "" "" s o o n "" "" f o r "" "" t h e i r "" "" d e c i s i o n "" "" w a"
1,"r t "" "" t h e b h a r a t a r m y "" "" s e a s o n "" "" s o "" "" f a r "" "" c s k "" "" w h o "" "" h a s "" "" b e e n "" "" t h e "" "" s t a n d o u t "" "" p l a y e r "" "" f o r "" "" t h e "" "" y e l l o v e "" "" t h i s "" "" s e a s o n "" "" i p l "" "" c s k "" "" i p l "" "" i p l 2 0 2 1"
1,"r t "" "" t e n t a r a n s p o r t s "" "" b i r t h d a y "" "" b o y "" "" d e l h i c a p i t a l s "" "" d c "" "" y e h h a i n a y i d i l l i "" "" d c o n t h e p i t c h "" "" k o l k a t a k n i g h t r i d e r s "" "" k k r "" "" k k r v d c "" "" d c v k k r "" "" k k r v s d c"
1,"c h o o s e "" "" y o u r "" "" f a v o u r i t e "" "" n i t i s h r a n a "" "" r u t u r a j g a i k w a d "" "" d e v d u t t p a d i k k a l "" "" i p l 2 0 2 1 "" "" k k r "" "" c s k "" "" r c b "" "" s o c i a l m e d i a"
1,"r t "" "" d r s u j i t "" "" i i t b "" "" m o p e d o b i k e s "" "" h y d e r a b a d "" "" w i l l "" "" t a k e "" "" t h e "" "" t a s t e "" "" o f "" "" w i n "" "" t o d a y "" "" i p l "" "" i p l 2 0 2 1 "" "" s r h v s r r "" "" s r h "" "" r r "" "" d a v i d w a r n e r "" "" j o s b u t t l e r "" "" k a n e w i"
1,"a b d e v i l l i e r s 1 7 "" "" p l e a s e "" "" a p p l y "" "" f o r "" "" i n d i a n "" "" c i t i z e n s h i p "" "" a n y w a y s "" "" c o v i d "" "" w h y "" "" f l y "" "" b a c k "" "" r c b"
1,"h a l f "" "" o f "" "" t h e "" "" t o u r n a m e n t "" "" 1 "" "" m o s t "" "" r u n s "" "" c s k "" "" 1 2 8 5 "" "" 2 "" "" m o s t "" "" s i x e s "" "" c s k "" "" 6 1 "" "" 3 "" "" m o s t "" "" 5 0 "" "" c s k "" "" 1 0 "" "" 4 "" "" m o s t "" "" w i c k e"
1,"v e n k y "" "" m y s o r e "" "" h a s "" "" s h a r e d "" "" t h e "" "" u p d a t e "" "" o n "" "" v a r u n "" "" c h a k r a v a r t h y "" "" a n d "" "" w a r r i e r "" "" h e a l t h "" "" k k r "" "" i p l 2 0 2 1 "" "" v a r u n c h a k r a v a r t h y"
0,"i p l "" "" c a n c e l e d "" "" a n d "" "" r c b "" "" c a p "" "" v i r a t k o h l i "" "" b a c k "" "" i n "" "" t h e "" "" c i t y"
1,"a n o u s h k a a "" "" p a r a g r i y a n "" "" k u s h "" "" v e r m a 2 6 "" "" k i s n e "" "" k a h a "" "" 5 "" "" n u m b e r "" "" p o s i t i o n "" "" p a r "" "" h a i "" "" r r "" "" h a l l a b o l "" "" r o y a l s f a m i l y"
1,"r t "" "" v i v e k m a m i d i 2 1 7 "" "" r a j a t s h a r m a l i v e "" "" y e s "" "" c o r r e c t "" "" s h a r m a "" "" j i "" "" o r e l s e "" "" d o o r "" "" t o "" "" d o o r "" "" v a c c i n a t i o n "" "" s h o u l d "" "" d o n e "" "" b y "" "" g o v t "" "" p m o i n d i a "" "" i c m r d e"
1,"r t "" "" f r a n k l i n n n m j "" "" t h e s e "" "" t w o "" "" j e r s e y s "" "" h a v e "" "" s e p a r a t e "" "" f a n "" "" b a s e "" "" r r"
1,"r t "" "" c r i c k e t r a c k e r "" "" r e m e m b e r "" "" t h e "" "" n a m e "" "" s u p e r m a n "" "" a b "" "" d e "" "" v i l l i e r s "" "" d i s n e y "" "" h o t s t a r "" "" v i p "" "" p b k s v r c b "" "" p b k s "" "" r c b "" "" i p l "" "" i p l 2 0 2 1 "" "" a b d e v i l l i e r s "" "" h t t"
0,"r c b "" "" t e a m "" "" t r y i n g "" "" t o "" "" s a y "" "" e "" "" s a l a "" "" c u p "" "" n a m d e "" "" b e f o r e "" "" t h e "" "" s u s p e n s i o n "" "" o f "" "" i p l 2 0 2 1"
1,"b r e a k i n g "" "" k e e p i n g "" "" i n "" "" m i n d "" "" t h e "" "" s a f e t y "" "" a n d "" "" w e l l "" "" b e i n g "" "" o f "" "" e v e r y o n e "" "" i n v o l v e d "" "" t h e "" "" b c c i "" "" h a s "" "" u n a n i m o u s l y "" "" d e c i d e d "" "" t o "" "" p"
1,"i "" "" w o u l d "" "" l o v e "" "" t o "" "" s h o w "" "" y o u "" "" m y "" "" l i s t i n g "" "" a t "" "" 3 4 6 "" "" s y c a m o r e "" "" s t r e e t "" "" w y a n d o t t e "" "" m i "" "" r e a l e s t a t e"
0,"b a c k "" "" t o "" "" n e t f l i x "" "" i p l "" "" i p l 2 0 2 1 "" "" i p l s u s p e n d e d 2 0 2 1 "" "" i p l s u s p e n d e d "" "" i p l f a n s "" "" m u m b a i i n d i a n s "" "" r c b "" "" c h e n n a i s u p e r k i n g s"
0,"s o m e o n e "" "" a s k e d "" "" m e "" "" w h a t "" "" h e a r t s "" "" y o u "" "" m o r e "" "" t h a n "" "" p a n d e m i c "" "" m e "" "" i p l 2 0 2 1 "" "" p o s t p o n e d "" "" i c c "" "" b c c i "" "" i p l f a n t a s y "" "" i p l "" "" c h e n n a i i p l"
1,"r c b t w e e t s "" "" g m a x i "" "" 3 2 "" "" o r a n g e "" "" c a p "" "" w i n n e r s "" "" o f "" "" e a c h "" "" s e a s o n "" "" w i t h "" "" s t a t s "" "" m i v c s k "" "" r o h i t h s h a r m a "" "" d h o n i "" "" c s k "" "" m i"
1,"r t "" "" t h e f a n t a s y d r s "" "" p u n j a b k i n g s "" "" c a p t a i n "" "" a n d "" "" w i c k e t k e e p e r "" "" k l "" "" r a h u l "" "" h a s "" "" b e e n "" "" d i a g n o s e d "" "" w i t h "" "" a c u t e "" "" a p p e n d i c i t i s "" "" w h a t "" "" d o e s "" "" t h i s "" "" m e a n "" "" a n d "" "" w i l l"
0,"a h h "" "" t h o s e "" "" w r i s t s "" "" i m v k o h l i "" "" r c b i a n s "" "" i p l c a n c e l "" "" i p l c o v i d b r e a c h "" "" i p l 2 0 2 1 "" "" i p l p o s t p o n e d "" "" i p l s u s p e n d e d"
1,"w h e n "" "" y o u "" "" a r e "" "" t r u e "" "" s r h "" "" f a n"
1,"m o s t "" "" s i x e s "" "" i n "" "" 2 0 t h "" "" o v e r "" "" i n "" "" t 2 0 "" "" c r i c k e t "" "" k i e r o n "" "" p o l l a r d "" "" 6 7 "" "" m s "" "" d h o n i "" "" 5 2 "" "" d a r e n "" "" s a m m y "" "" 4 5 "" "" b e n "" "" c u t t i n g "" "" 3 2 "" "" d e a t h"
1,"b r e a k i n g "" "" n e w s "" "" r e g a r d i n g "" "" i n d i a "" "" a n d "" "" p a k i s t a n "" "" i t s "" "" a "" "" m u s t "" "" w a t c h "" "" i p l 2 0 2 1 "" "" c r i c k e t"
0,"d a v i d w a r n e r 3 1 "" "" w e "" "" w a n t "" "" y o u "" "" b a c k "" "" a s "" "" s r h "" "" c a p t a i n "" "" d r o p p i n g "" "" f r o m "" "" c a p t a i n c y "" "" a n d "" "" n o t "" "" p l a y i n g "" "" i n "" "" 1 1 "" "" i s "" "" b i g "" "" i n s u l t "" "" y o u r e"
1,"d a v i d w a r n e r 3 1 "" "" c a n d y w a r n e r 1 "" "" p l z "" "" c o m e b a c k "" "" n e x t "" "" s e a s o n "" "" i "" "" w i l l "" "" t r a v e l "" "" t o "" "" i n d i a "" "" n e x t "" "" y e a r "" "" d u r i n g "" "" t h e "" "" i p l "" "" t o "" "" s e e "" "" y o u"
1,"w e "" "" a r e "" "" l o o k i n g "" "" f o r "" "" a "" "" b u y e r "" "" o n "" "" 2 5 0 6 "" "" f e r n c l i f f "" "" a v e n u e "" "" r o y a l o a k "" "" m i "" "" r e a l e s t a t e"
1,"m i p a l t a n "" "" h o p e f u l l y "" "" m i p a l t a n "" "" i s "" "" s a f e "" "" r i g h t "" "" n o w "" "" s e e "" "" y o u "" "" s o o n "" "" p a l t a n "" "" t i l "" "" t h a n "" "" s t a y "" "" h o m e "" "" s t a y "" "" s a f e "" "" a n d "" "" w e a r "" "" m a s k"
1,"r t "" "" t e n t a r a n s p o r t s "" "" d i d "" "" y o u "" "" k n o w "" "" k o l k a t a k n i g h t r i d e r s "" "" k k r "" "" r o y a l c h a l l e n g e r s b a n g a l o r e "" "" p l a y b o l d "" "" r c b "" "" y o u a r e t h e d i f f e r e n c e "" "" t e n t a r a n "" "" i p"
0,"b r o k e n "" "" s c e n e "" "" f r o m "" "" s r h v s r r "" "" m a t c h "" "" i "" "" t h i n k "" "" s u n r i s e r s "" "" h a d "" "" d i d "" "" a n "" "" s t u p i d "" "" t h i n g "" "" i n "" "" t h e "" "" i p l "" "" h i s t o r y "" "" s u n r i s e r s "" "" n e e"
0,"i p l "" "" 2 0 2 1 "" "" r c b "" "" p l a y e r s "" "" d i d "" "" n o t "" "" w a n t "" "" t o "" "" g o "" "" a h e a d "" "" i n "" "" t h e "" "" k k r "" "" c o n t e s t "" "" a m i d "" "" c o v i d "" "" 1 9 "" "" s c a r e"
1,"r t "" "" t e a m s r k n e p a l "" "" t h a n k "" "" y o u "" "" i a m s r k "" "" k k r i d e r s "" "" v e n k y m y s o r e "" "" f o r "" "" b e i n g "" "" t h e r e "" "" f o r "" "" a l l "" "" o f "" "" u s "" "" h e r e "" "" i n "" "" t h e "" "" k k r f a m i l y "" "" h a r b h a j a n "" "" s i n g h "" "" a f t e"
0,"s u n r i s e r s "" "" h y d e r a b a d "" "" w r i d d h i m a n "" "" s a h a "" "" h a s "" "" t e s t e d "" "" p o s i t i v e "" "" f o r "" "" c o v i d "" "" 1 9 "" "" v i r a t k o h l i "" "" m s d h o n i "" "" k l r a h u l"
1,"r t "" "" k u n a a l y a a d a v "" "" h i s "" "" p r e c i o u s "" "" s m i l e "" "" g e t "" "" w e l l "" "" s o o n "" "" c h a m p "" "" k l r a h u l 1 1 "" "" k l r a h u l "" "" p u n j a b k i n g s "" "" i p l 2 0 2 1"
1,"v a m m o "" "" u n r e a l "" "" d o m i n a t i o n "" "" n o t e "" "" n e n u "" "" k o h l i "" "" f a n "" "" n i "" "" t o p "" "" m o s t "" "" t w e e t e d "" "" i p l "" "" 2 0 2 1 "" "" h a s h t a g s "" "" 1 "" "" w h i s t l e p o d u "" "" 1 "" "" 3 0 m "" "" 2"
1,"r t "" "" n a m e i s s a k t h i "" "" 8 "" "" y e a r s "" "" o f "" "" 7 9 "" "" g a n g "" "" c s k v m i "" "" m i"
0,"s o "" "" s a d "" "" t h a t "" "" t h e "" "" i p l "" "" s e a s o n "" "" h a s "" "" b e e n "" "" c a n c e l e d "" "" b u t "" "" o f "" "" c o u r s e "" "" s a f e t y "" "" i s "" "" o f "" "" t h e "" "" p a r a m o u n t "" "" c o n c e r n "" "" s t i l l "" "" t h a n k s "" "" f o r"
1,"s h a m e "" "" o n "" "" s r h "" "" p u t "" "" t h e "" "" l a s t "" "" c a p t a i n "" "" e v e n "" "" o u t "" "" o f "" "" t e a m "" "" d a v i d w a r n e r "" "" b r i n g b a c k d a v i d w a r n e r "" "" b r i n g w a r n e r b a c k"
1,"r t "" "" t r e n d s r u t u r a j "" "" o u r "" "" r o c k e t "" "" r a j a "" "" r u t u r a j "" "" i m p r e s s e d "" "" c h i n n a "" "" t h a l a "" "" r u t u r a j g a i k w a d "" "" r o c k e t r a j a "" "" w h i s t l e p o d u "" "" y e l l o v e "" "" c s k "" "" h t t p s"
